,bag_openbareruimte_id,totaal_bijplaatsingen,aantal_niet_aplus,aantal_grofvuil,stadsdeel,postcode,adres,geometrie_origineel,dumpplek,aantal_handhavingen,lon,lat
1289,363300000003766.0,2885,2118,1348,Zuidoost,1103GT,Grubbehoeve 231,POINT (127083.09116170851 481650.1520222691),False,217,4.97773214402855,52.32208776306322
900,363300000003169.0,2882,1648,855,Centrum,1018AP,Cruquiuskade 10,POINT (123664.04028902546 486718.3443871253),False,126,4.927112765714375,52.367453343665495
1094,363300000003469.0,2881,2260,828,Oost,1094HB,Javastraat 87,POINT (124202.5934372629 486305.92521016335),False,158,4.935057631634849,52.36377725118376
1296,363300000003778.0,2862,2016,1152,Zuidoost,1102GB,Haag en Veld 47,POINT (125780.16831700674 480453.9773955705),False,114,4.958725674503371,52.31126951425684
598,363300000002703.0,2813,2166,917,Zuid,1078AG,Amstelkade 40,POINT (122007.6919509077 484644.972495099),False,152,4.902997541713259,52.34872227138332
1263,363300000003732.0,2803,2352,1001,Zuid,1073BV,Govert Flinckstraat 197,POINT (121517.79692025395 485413.5266233414),False,223,4.895731441807275,52.35559989135308
2665,363300000005774.0,2800,2270,1390,Zuidoost,1103BH,Gravestein 35,POINT (126423.32082322644 481859.6602686059),False,183,4.968037424579903,52.32393682403169
1448,363300000003984.0,2768,1955,475,Centrum,Nederland,Keizersgracht 482,POINT (120829.96086825605 486625.9590151852),True,542,4.885512131948272,52.366454041302006
2320,363300000005234.0,2736,2257,1285,Zuid,1072SN,Van Ostadestraat 45A,POINT (121037.43220968699 484995.1821580416),False,229,4.888722831820678,52.35181061140029
2583,363300000005636.0,2713,1705,940,Zuidoost,1102LA,Hakfort 23,POINT (125681.02487921718 479905.8590061787),False,76,4.957319531077009,52.3063380415447
787,363300000002985.0,2695,2133,1142,West,1053PZ,Borgerstraat 124,POINT (119396.46358334145 486434.26075426023),False,183,4.864486326005683,52.36464014306808
968,363300000003280.0,2694,1993,994,Noord,1031HH,Distelweg 74A,POINT (122224.71217896455 489525.984788346),False,91,4.905706582023899,52.39260242105447
2123,363300000004956.0,2657,2051,1092,Nieuw-West,1063JP,Slotermeerlaan 135,POINT (116491.20317438216 488385.84701964917),False,107,4.821610667173565,52.38198344405624
762,363300000002951.0,2656,2133,1434,Centrum,1018SB,Tweede Coehoornstraat,POINT (123699.87780965591 486808.24816689966),False,345,4.92763056531284,52.36826338266289
835,363300000003061.0,2647,2208,1106,Nieuw-West,1064LB,Burgemeester Van Leeuwenlaan 88,POINT (115900.98527235516 487947.44118401804),False,111,4.81299334246082,52.378001691418966
336,363300000002032.0,2616,1864,812,Oost,1098XD,Carolina MacGillavrylaan 1426,POINT (125034.28001890481 485497.17833216663),False,238,4.9473395953116945,52.3565547437011
1913,363300000004667.0,2593,2165,947,Nieuw-West,1062EP,Rijswijkstraat 141,POINT (117821.66173317778 484816.457046547),False,217,4.841545467257712,52.34999618388805
793,363300000002994.0,2589,1823,714,West,1055EJ,Bos en Lommerweg 234,POINT (118442.97802464158 488030.860579751),False,170,4.850314532248506,52.37892654130868
1450,363300000003990.0,2573,1850,563,Centrumlocaties,Nederland,kleine gartmanplantsoen12,POINT (121244.51317363846 486254.70926859987),True,398,4.891635731887483,52.36314314130923
2347,363300000005265.0,2565,2108,1067,Zuid,1079JC,Vechtstraat 109,POINT (122310.99232111586 484027.22058581497),False,278,4.907508731645547,52.343188441411456
2440,363300000005395.0,2553,1727,892,Zuidoost,1106KK,Millingenhof 140,POINT (126357.09598377229 478863.2214889687),False,114,4.967320573782286,52.297002953491486
1315,363300000003803.0,2553,2015,694,Noord,1035EH,Stellingweg 343,POINT (121431.33478554554 492282.9375936128),False,122,4.893775766856899,52.41733184317542
1083,363300000003451.0,2524,1804,688,West,1056CD,Jan van Galenstraat 94,POINT (119130.63249328079 487585.24501922115),False,157,4.8604608321593386,52.374967041309404
2447,363300000005402.0,2452,1781,898,Zuidoost,1106VB,Opheusdenhof 170,POINT (126018.40974358706 478874.5573458034),False,99,4.962354844250682,52.29708710443115
1618,363300000004229.0,2428,1769,742,Zuid,1073HD,Lutmastraat 142,POINT (121825.35966254768 484926.75297961687),False,146,4.900293881747964,52.35124375137233
560,363300000002644.0,2417,1773,763,West,1056ET,Admiraal De Ruijterweg 97,POINT (119048.01830808999 487263.8681720671),False,172,4.859282066583835,52.37207334398075
1069,363300000003426.0,2408,1942,892,Nieuw-West,1061XW,Jan Evertsenstraat 401,POINT (117631.49187461243 486981.6526789252),False,137,4.838513932247512,52.36944244141062
965,363300000003270.0,2404,1944,995,Nieuw-West,1067XP,Dirk Sonoystraat 11,POINT (115392.84765637494 487976.4538433088),False,120,4.805527742506235,52.37822601143802
1011,363300000003347.0,2388,2034,1256,West,1053CR,Hasebroekstraat 101,POINT (119252.04223427793 486533.0772105816),False,336,4.862355564156049,52.365518852746234
2824,363300011942849.0,2374,1835,933,Oost,1096GG,Amstelvlietstraat 101,POINT (123178.24238494175 483467.72969797667),False,208,4.920287681532854,52.33821098141256
2827,363300011951159.0,2368,1727,918,Zuidoost,1102MW,Dennenrodepad 275,POINT (125396.84786796637 481595.79706739314),False,319,4.953004562429233,52.32151107288958
670,363300000002818.0,2324,1703,344,Centrum,1016TT,Elandsgracht 109,POINT (120372.07210560788 486906.7977757818),False,560,4.878760632006695,52.36894934130253
2771,363300000006097.0,2303,1870,858,Oost,1087LG,Eva Besnyöstraat 571,POINT (129251.07547708445 484650.9496589039),False,236,5.009300994462985,52.34916311345592
9,363300000000896.0,2277,1671,1057,Centrum,1018AK,Funenpark 6,POINT (124059.00563981714 486964.46464623563),False,269,4.932889033383535,52.36968770229293
872,363300000003123.0,2258,1863,910,Nieuw-West,1065CA,Comeniusstraat 553,POINT (116749.19961458596 485841.4505051538),False,113,4.825689332246625,52.35913444152119
2028,363300000004817.0,2241,1537,286,Centrum,Nederland,Warmoesstraat 163,POINT (121485.40220557923 487379.899545803),True,208,4.895059957199309,52.37327031577101
912,363300000003187.0,2233,2179,82,Centrum,Nederland,Damrak 12,POINT (121661.39967594774 487757.56751258386),True,23,4.897606831952839,52.376675241193595
947,363300000003244.0,2230,1773,869,Centrumlocaties,Nederland,Derkinderenstraat 48,POINT (117767.66376489564 486005.9532516357),False,116,4.840621332170241,52.36068284146862
2756,363300000006043.0,2213,1760,1007,Oost,postcode niet in CMS,Kees Broekmanstraat 624,POINT (126468.35809869207 487018.06654475874),False,234,4.968260735268782,52.37029989339651
2565,363300000005596.0,2212,1418,820,Zuidoost,1102XA,Dalsteindreef 434,POINT (125067.1139176205 482186.9731693394),False,92,4.948115862565784,52.326806382838654
2823,363300011942846.0,2207,1663,777,Oost,1096AC,Korte Ouderkerkerdijk 5B,POINT (123013.52217613895 483705.6133394321),False,316,4.9178482415630915,52.34033937140369
2293,363300000005201.0,2191,1805,815,Zuid,1071GG,Van Eeghenstraat 28,POINT (120175.61887890485 485706.59090008977),False,292,4.876000506179686,52.35815031407648
1839,363300000004568.0,2178,1798,888,West,1057EH,Postjesweg 108,POINT (118591.05299994216 486407.5417110499),False,198,4.852664966546631,52.36434721412213
2273,363300000005172.0,2173,1616,718,Zuid,1079CM,Uiterwaardenstraat 195,POINT (121767.75592853627 484001.30393401097),False,209,4.8995398316908405,52.34292294143541
1240,363300000003701.0,2153,1673,625,Zuid,1072VT,Gerard Doustraat 56A,POINT (121115.52312083943 485381.6019125393),False,160,4.88983004183989,52.355288311371744
2389,363300000005320.0,2141,1610,784,Nieuw-West,1062JB,Voorburgstraat 256,POINT (117728.53155169106 484670.2691462716),False,147,4.840194866460743,52.34867604440336
2578,363300000005618.0,2124,1540,702,Noord,1025TD,Loenermark 317,POINT (123884.6625692649 490184.3258848403),False,77,4.930030931925087,52.398615740942375
2208,363300000005063.0,2115,1743,847,Oost,1094NP,Sumatrastraat 166,POINT (124417.82678358568 485742.68493039854),False,169,4.938268665451796,52.35872723372205
1765,363300000004452.0,2092,1564,715,Nieuw-West,1067HZ,Jan Bongastraat 2,POINT (115289.5430433432 488105.38116824004),False,94,4.803995432523745,52.37937724143386
2773,363300000006103.0,2082,1625,707,Oost,1086ZJ,IJburglaan 399,POINT (127449.16825616363 486111.5080176979),False,136,4.982736364975168,52.36220237342613
1772,363300000004461.0,2061,1442,420,Centrum,1018GW,Sarphatistraat 370,POINT (122840.72745973688 486174.8836848823),False,417,4.915076807035002,52.362521493676816
1886,363300000004628.0,2059,1321,407,Centrum,Nederland,Reguliersdwarsstraat & Geelvincksteeg,POINT (121244.4713710525 486609.1837812906),True,193,4.891599532552459,52.36632890887848
1746,363300000004424.0,2043,1586,561,Centrumlocaties,Nederland,Rozengracht 158,POINT (120416.00019155609 487375.9867421019),True,258,4.87935733203454,52.37316884127002
2436,363300000005391.0,2042,1629,1103,Zuidoost,1106NW,Maarsenhof 169,POINT (126133.55218216372 479499.3351675046),False,164,4.963989251010418,52.302708341553064
874,363300000003128.0,2034,1383,859,Centrum,1018NG,Conradstraat 8,POINT (123607.50864607068 486858.6204698435),False,174,4.92626966480657,52.368710823527906
822,363300000003041.0,2024,1233,444,Noord,1025EZ,Buikslotermeerplein 142,POINT (124243.38247098192 490213.52343410405),False,64,4.935298721896015,52.3988983709255
8,363300000000893.0,2001,1478,898,Zuidoost,1102JW,Janusz Korczakplantsoen 1,POINT (125776.28332773063 481406.9802440384),False,170,4.95858609422399,52.319834383202824
2146,363300000004983.0,1987,1413,502,West,1013TG,Spaarndammerstraat 143A,POINT (120340.5849149956 489401.81233949057),False,168,4.878040932177961,52.39137070114072
909,363300000003181.0,1976,1686,969,West,1053ZB,Da Costastraat 2,POINT (119993.75505641413 487174.74600283947),False,272,4.87317809205736,52.371333481300624
1935,363300000004693.0,1975,1069,325,Centrum,Nederland,Oude Hoogstraat 2,POINT (121611.61281514767 487171.48725699494),True,104,4.896933931917568,52.371404941234
1157,363300000003568.0,1947,1262,619,Zuidoost,1102EH,Hofgeest 146,POINT (125632.74497501012 480535.965863738),False,69,4.956556782246494,52.31199853301017
482,363300000002545.0,1936,1575,757,Zuid,1072TP,Eerste Jan van der Heijdenstraat 121,POINT (121212.78414109902 485185.2009840717),False,157,4.891277363636577,52.35352918276122
1771,363300000004460.0,1932,1436,531,Zuid,1073CN,Sarphatipark 1,POINT (121382.26703784073 485301.52621791034),False,181,4.893753311811459,52.35458503136603
1961,363300000004729.0,1922,1068,418,Centrum,1018MR,Oostenburgervoorstraat 26,POINT (123450.65075830495 486997.494672328),False,73,4.92395356578911,52.36994994364911
732,363300000002916.0,1917,1224,651,West,1056HP,Bestevâerstraat 62,POINT (119080.16036189465 487533.8791383652),False,63,4.859725166614825,52.37450210394543
1910,363300000004659.0,1914,1555,694,Zuid,1059XA,Rietwijkerstraat 32,POINT (118345.78482894116 484735.24735145894),False,103,4.849246432035311,52.34930154152784
908,363300000003179.0,1908,1499,653,West,1052SE,Da Costakade 13,POINT (120023.79264037925 487340.70808202116),False,157,4.8736018720659615,52.372826941288515
2045,363300000004836.0,1906,1317,711,Oost,1091EH,Weesperzijde 63,POINT (122420.74661164284 485256.46878633485),False,147,4.909000265731727,52.354242643946186
2714,363300000005867.0,1888,1499,732,Noord,1033SL,ms. Oslofjordweg 703,POINT (121145.42460305395 490850.53022579104),False,129,4.889717866710422,52.40444091337262
2443,363300000005398.0,1882,1581,1159,Zuidoost,1106RT,Nieuwlandhof 183,POINT (125838.63429372756 479217.2988207866),False,208,4.9596899143277895,52.30015799440372
1293,363300000003774.0,1879,1443,826,Noord,postcode niet in CMS,H. Cleyndertweg 431,POINT (124353.11753257675 490689.03441667836),False,240,4.936867586135328,52.40317806312499
1133,363300000003533.0,1879,1337,279,Centrum,Nederland,Herengracht 181,POINT (120992.2946791372 487533.6770742845),True,436,4.887803631995476,52.374622041235895
1875,363300000004614.0,1870,1334,525,Noord,1031XS,Ranonkelkade 27,POINT (122271.03792701793 489104.9068461118),False,42,4.906428166278882,52.388820843490734
2608,363300000005677.0,1861,1379,829,Zuidoost,1102TR,Boeninlaan 308,POINT (124795.43568989939 481279.8093952224),False,106,4.944212012491768,52.31863845298058
1021,363300000003361.0,1856,1519,826,Noord,1031VB,Heimansweg 36,POINT (122387.30806346658 489170.8867179344),False,75,4.908129666267803,52.38942074347306
2400,363300000005341.0,1848,1331,656,Noord,1024EM,Waalenburgsingel 159,POINT (126099.78510258169 489489.01395440556),False,80,4.962636395260669,52.39248788211076
1647,363300000004269.0,1841,1285,637,Noord,1024JS,Volendammerweg 212,POINT (125966.45266067045 489527.77918551414),False,88,4.960674331699923,52.392829240898784
1850,363300000004580.0,1821,1405,359,Centrumlocaties,Nederland,Prinsengracht 8,POINT (120995.9984231352 488155.11902005173),True,504,4.887795132037132,52.38020734119508
2494,363300000005475.0,1814,1051,468,Zuidoost,1106DD,Vianenstraat 2,POINT (127504.43074894568 479293.8584470989),False,88,4.98410414087687,52.30093182151065
1668,363300000004297.0,1812,1364,349,Noord,1021NT,Bankwerkerij 177,POINT (122985.8710203916 488579.52489437844),False,90,4.916978531893961,52.384141241084926
2837,363300011951191.0,1800,1454,917,Noord,1024HB,Wieringerwaardstraat 38,POINT (125658.99613441665 489728.00025852135),False,159,4.956140131740238,52.39461234089845
2188,363300000005035.0,1799,1410,803,Noord,1034KC,Ankerplaats 22,POINT (123080.75945688713 491036.51333454024),False,116,4.918138612052587,52.40622840091995
949,363300000003247.0,1798,1414,663,Zuid,1078JJ,Deurloostraat 108,POINT (120968.14622767842 484409.8042434447),False,146,4.887765131787377,52.3465453414415
1754,363300000004434.0,1797,1409,739,Zuid,1073GA,Rustenburgerstraat 225,POINT (121742.50130259857 485079.7105156692),False,162,4.899062677746501,52.35261342328679
1454,363300000003998.0,1795,1461,822,West,1055XT,Kijkduinstraat 95,POINT (118604.93510062987 488495.41771517484),False,139,4.852642666420442,52.3831123828644
2603,363300000005672.0,1788,1263,817,Zuidoost,1102VM,Alfred Döblinstraat 84,POINT (124780.75995079782 481398.3265833652),False,83,4.943986152510156,52.31970281296617
478,363300000002541.0,1780,1356,565,West,1054BT,Eerste Constantijn Huygensstraat 59,POINT (120117.03635135456 486296.105926135),False,142,4.875079431987557,52.363444741353
726,363300000002906.0,1764,829,431,West,1052HK,Frederik Hendrikstraat 47,POINT (120053.02208659286 487728.6794136661),False,78,4.873990726474041,52.37631560384143
1847,363300000004577.0,1760,1385,430,Centrum,Nederland,Prins Hendrikkade 55,POINT (122111.08298384154 487566.9518841286),True,304,4.904229131901111,52.37498924118751
1327,363300000003818.0,1760,1261,524,Noord,1032GE,Mosveld 24,POINT (122844.8685249605 489393.29006916523),False,77,4.914829631961315,52.39144654103742
44,363300000001015.0,1752,1328,582,Oost,1087DJ,Daguerrestraat 119,POINT (128181.8872765069 485795.6885452597),False,134,4.993518192507954,52.359400232105564
2584,363300000005637.0,1733,1252,726,Zuidoost,1102PC,Hoptille 151,POINT (125457.527823312 480343.85187930695),False,62,4.954004264544803,52.31026253429677
2417,363300000005361.0,1726,1418,838,Noord,1034RL,Binnenvaart & Westerlengte,POINT (122972.654109999 491456.8446202981),False,66,4.916509886478572,52.40999972314688
1637,363300000004257.0,1724,1433,583,West,1056DR,Marco Polostraat 266,POINT (118757.9231976845 487278.351920576),False,95,4.855020896635588,52.37218444400294
2757,363300000006044.0,1723,1311,711,Zuidoost,1102MX,Darlingstraat 785,POINT (125569.4990330797 481588.1923100702),False,180,4.955537491199061,52.3214519914382
1816,363300000004527.0,1704,1422,745,West,1061GD,Sinjeur Semeynsstraat 29,POINT (118008.70557867986 488143.0229145527),False,67,4.843924572293363,52.37990548131934
42,363300000001011.0,1700,1336,604,Oost,1087AV,Erich Salomonstraat 49,POINT (128085.28354867926 485824.4891589464),False,103,4.992097791264361,52.35965435105489
1371,363300000003873.0,1690,1489,17,Centrum,Nederland,Nieuwendijk 168,POINT (121449.23594934985 487598.81812422915),True,5,4.894507038796169,52.37523559196736
2500,363300000005482.0,1680,1000,563,Zuidoost,1106DT,Wamelplein 169,POINT (127820.47874190801 479070.9871031151),False,61,4.988755420834348,52.298944461512484
892,363300000003156.0,1678,1417,800,Nieuw-West,1063KT,Bernard Loderstraat 15,POINT (116400.07671168227 488241.6977415922),False,74,4.820288882939642,52.38068154740218
2362,363300000005286.0,1676,1266,622,West,1055LM,Vier Heemskinderenstraat 50,POINT (118754.61289811006 488112.9859342189),False,125,4.854882266342948,52.3796852829018
1974,363300000004748.0,1668,1234,600,West,1056PR,Orteliusstraat 328,POINT (118231.02721796365 487464.6521389317),False,107,4.847263832228543,52.37382374135439
2206,363300000005061.0,1666,1402,482,Oost,postcode niet in CMS,Sumatrakade 1157,POINT (123630.18761429332 488052.5970300635),False,166,4.926491205901203,52.37944277350581
2262,363300000005154.0,1661,1413,774,Zuid,1079TX,Trompenburgstraat 4,POINT (122513.1346417036 484126.2649180997),False,223,4.910465415563418,52.344090574076276
1194,363300000003617.0,1654,1231,549,Zuid,1079VV,Hunzestraat 75,POINT (122137.42697062406 483997.1475688911),False,111,4.904964765610991,52.3429078141229
1593,363300000004196.0,1641,1277,432,Nieuw-West,1064VA,Karel van de Woestijnestraat 1,POINT (116089.29403984139 487870.4507150093),False,56,4.815767642439524,52.37732314141622
433,363300000002473.0,1629,1342,684,Noord,1034AB,Banne Buikslootlaan 97,POINT (122748.90902022184 491217.17461285106),False,57,4.913244732093554,52.407832640921974
1843,363300000004572.0,1623,1209,526,Zuid,1079MC,President Kennedylaan 17,POINT (121847.09560434555 483699.011592838),False,193,4.900733825621063,52.34021092418306
1203,363300000003637.0,1616,1393,585,Oost,1094PB,Insulindeweg 59,POINT (124253.43591470216 486030.72123021184),False,121,4.935829205519248,52.36130674370055
335,363300000001985.0,1615,1175,610,Noord,1036KJ,Boomgaardlaan 87,POINT (122088.17568435513 491471.0284710193),False,48,4.9035100666329,52.41007484321894
41,363300000001010.0,1614,1285,611,Oost,1087HJ,Bert Haanstrakade 558,POINT (128937.16072220154 485300.13639513147),False,154,5.004643651154487,52.35498284105428
748,363300000002935.0,1594,1146,465,West,1053VA,Bilderdijkkade 11,POINT (119688.53230680016 487058.53730478697),False,72,4.86870863207582,52.3702695413208
2611,363300000005680.0,1593,1181,608,Zuidoost,1102XE,Charlotte Brontéstraat 24,POINT (124818.28848810939 481889.88622091565),False,52,4.944492534863201,52.32412273415987
1670,363300000004299.0,1589,1230,667,Noord,1031GA,Meidoornplein 11A,POINT (122556.93397810093 488973.44604123774),False,43,4.910640431957738,52.387656341076834
1067,363300000003424.0,1586,1112,441,Nieuw-West,1063KX,Slotermeerlaan 103,POINT (116392.28860344594 488109.9483501852),False,57,4.820189644859429,52.3794969427763
1528,363300000004102.0,1585,1238,782,Zuidoost,1104CA,Kruitberg 3021,POINT (127001.62438867509 481211.8831675475),False,109,4.976573664392115,52.31814469406367
2191,363300000005040.0,1585,1211,506,Noord,1035EK,Tjasker 1,POINT (121236.02504035842 492278.8053862959),False,62,4.890905411051705,52.41728271672117
2582,363300000005635.0,1583,914,399,Zuidoost,1102KA,Huigenbos 121,POINT (125820.10894226204 480011.41104998684),False,57,4.959349641071909,52.30729408153207
2327,363300000005242.0,1582,1190,672,Nieuw-West,1068GX,Jan Celestraat 1 (grof hoek),POINT (115277.78447350356 485648.8264760521),True,118,4.804113021464717,52.35729886211471
1090,363300000003462.0,1578,1308,684,Noord,postcode niet in CMS,Jasmijnstraat 40,POINT (122483.85133153954 489009.83377557027),False,59,4.909563416229252,52.38797904348458
1087,363300000003457.0,1571,1358,761,Nieuw-West,1061XH,Jan Voermanstraat 42,POINT (117680.00106588025 486860.41421230143),False,92,4.839239632235193,52.36835614141648
1060,363300000003411.0,1564,1192,434,Nieuw-West,1065DZ,Jacques Veltmanstraat 1083,POINT (117212.63997093982 485102.5736886898),False,185,4.832575246607314,52.3525260443934
398,363300000002393.0,1564,1267,430,Oost,1087MJ,Emmy Andriessestraat 22,POINT (128915.20906335574 484778.7520548655),False,84,5.004361861121215,52.35029589108964
2297,363300000005206.0,1557,1410,944,Nieuw-West,1063HX,David Vosstraat 59,POINT (116557.23124724138 488427.5251831775),False,60,4.822575632436997,52.38236264136065
1740,363300000004416.0,1557,1074,432,Zuid,1078NV,Rooseveltlaan 186,POINT (121584.56118695193 484043.76442446164),False,96,4.896847431709535,52.343293441440196
2820,363300011831077.0,1555,1303,692,Nieuw-West,1062HZ,Willem Frogerstraat 10,POINT (117456.48977216809 485631.1755571468),False,194,4.836095232171815,52.35729344150586
2139,363300000004974.0,1543,1337,848,West,1055ZN,Solebaystraat 77,POINT (118726.7671869825 488628.76193386345),False,112,4.854417632264484,52.38431884125797
1415,363300000003931.0,1543,1225,610,Zuid,1074ST,Jozef Israëlskade 415,POINT (122291.12455306726 484750.2812537634),False,85,4.907146921695803,52.349685661364745
1456,363300000004000.0,1539,1273,668,Zuid,1079GD,Kinderdijkstraat 57,POINT (122001.92521020805 483871.2526252165),False,122,4.902988763323703,52.34176823286871
1147,363300000003557.0,1525,1118,621,Noord,1024JX,Hilversumstraat 115,POINT (125969.82815465043 489278.13889110705),False,87,4.96074550168266,52.39058582091509
2338,363300000005253.0,1513,1066,499,Zuid,1071JJ,Cornelis Schuytstraat 34,POINT (119847.85480850068 485342.52165783354),False,78,4.8712273319466695,52.354857441426475
491,363300000002555.0,1499,1220,676,Oost,1091HC,Eerste Oosterparkstraat 50,POINT (122495.31971542834 485458.94045122154),False,138,4.910075263451523,52.35606674261968
2588,363300000005644.0,1498,961,415,Centrum,postcode niet in CMS,Kattenburgerstraat 176,POINT (123173.55139145206 487386.32890275406),False,63,4.919848125889721,52.37342853362476
2177,363300000005023.0,1491,1153,512,Zuid,1074XJ,Sint Willibrordusstraat 31,POINT (122055.15868125629 485322.05403264775),False,129,4.903627861754648,52.35481028133698
1186,363300000003607.0,1481,1160,558,West,1057RX,Hudsonstraat 45,POINT (118685.98155975163 486573.95983250096),False,83,4.85404063212948,52.36584914139381
2434,363300000005385.0,1478,1272,774,Noord,1034RG,Zeevaarthof 109,POINT (123222.91811461654 491571.74021427624),False,73,4.920176926451124,52.411046873112035
2085,363300000004893.0,1476,1133,530,West,1056JS,Willem de Zwijgerlaan 50,POINT (119351.75166541748 487233.73619182763),False,125,4.863745132116621,52.37182234132322
1947,363300000004712.0,1472,1076,328,Zuid,1076AH,Olympiaplein 82,POINT (119460.64833172693 484570.59672217636),False,56,4.865625521928264,52.347895011492874
2036,363300000004826.0,1470,1117,546,Nieuw-West,1069VM,Hoogheemraadweg 25,POINT (113786.53514987267 485683.568211458),False,39,4.782219532489571,52.35750124165293
1390,363300000003899.0,1464,1154,707,West,1013RJ,Nova Zemblastraat 373,POINT (120583.19568884063 489288.10370200244),False,127,4.881616522149364,52.39036404113809
2298,363300000005208.0,1451,1089,503,Zuid,1083CM,Van Heenvlietlaan 202,POINT (120584.09473043804 482276.8522992286),False,161,4.882347143355705,52.327351853194216
2288,363300000005193.0,1440,1272,632,Oost,1097LV,Van der Kunstraat 5,POINT (122819.7156503967 484452.6268894522),False,72,4.914933085554353,52.34704174401128
2326,363300000005241.0,1430,1075,612,West,1057PV,Van Spilbergenstraat 11,POINT (118557.05845007891 486458.5720804926),False,104,4.852160364265615,52.36480358281317
1081,363300000003446.0,1428,1143,427,Nieuw-West,1062BK,Jan Tooropstraat 15A,POINT (117486.60662585453 486186.0575737958),False,55,4.836475412206473,52.362282361468424
1735,363300000004411.0,1418,1130,795,West,1052XH,Eerste Hugo de Grootstraat 35,POINT (119965.99193508198 487727.0576481606),False,105,4.872712864194002,52.376295482531354
2613,363300000005682.0,1417,1118,685,Zuidoost,1102ZM,Daniël Defoelaan 164,POINT (125099.57706739998 481960.357199515),False,78,4.9486121644161365,52.32477145318549
1122,363300000003519.0,1416,1185,609,Nieuw-West,postcode niet in CMS,Helena Mercierstraat 2,POINT (116962.89493609773 484633.73011722026),False,133,4.828962746587119,52.348295194470644
2819,363300011290897.0,1415,1017,587,Noord,1022LA,Elzenhagensingel 857,POINT (123868.37121006982 490460.8393796894),False,100,4.9297659251097325,52.40109992105416
2609,363300000005678.0,1412,820,256,Zuidoost,1102TB,Boris Pasternakstraat 115,POINT (124614.47927052225 481405.7023948488),False,44,4.941546761270049,52.319759941489394
2081,363300000004888.0,1408,1060,610,West,postcode niet in CMS,Wilhelminastraat 121,POINT (119232.66269016956 486060.94321557996),False,133,4.862121266389675,52.36127439411124
2681,363300000005795.0,1408,1048,637,Zuidoost,1107AD,Wethouder De Roosplein 47,POINT (127869.25858946602 478679.1589025097),False,76,4.989502013901417,52.29542530430386
2248,363300000005132.0,1407,1176,687,West,1053EE,Kinkerstraat 136,POINT (119730.41612071788 486654.461239115),False,159,4.869366002044999,52.366640691345474
1975,363300000004749.0,1397,1082,607,Nieuw-West,1069GA,Osdorper Ban 953,POINT (114409.79844418104 485957.46220865584),False,83,4.791335067201451,52.360009184520266
2818,363300011290895.0,1393,1003,602,Noord,1022LA,Elzenhagensingel 373,POINT (123932.45592644294 490607.8124421124),False,161,4.9306939319497545,52.402424440912604
2318,363300000005232.0,1381,986,481,West,1052KG,Van Oldenbarneveldtstraat 80,POINT (120053.8062962619 487527.97082371166),False,75,4.874023114152008,52.37451183255009
2640,363300000005734.0,1374,1081,591,Noord,1021PC,Motorwal 10,POINT (123127.53481366935 488332.905425921),False,79,4.919082631865004,52.3819330410952
763,363300000002952.0,1373,1094,638,Oost,1091CN,Blasiusstraat 93,POINT (122621.19325382521 485596.89532681124),False,121,4.91190959344829,52.357314022591225
2505,363300000005488.0,1369,963,467,Zuidoost,1107NB,Wisseloord 83,POINT (127684.68397949563 478734.23816681834),False,61,4.986791990823811,52.2959112015403
2399,363300000005335.0,1360,1084,527,Oost,1091VA,Vrolikstraat 247C,POINT (122896.1521014784 485408.4284005765),False,142,4.915963621687651,52.355636341296645
1381,363300000003884.0,1357,1079,479,Nieuw-West,1067JV,Nolensstraat 23,POINT (115035.96258444135 487759.6550235034),False,46,4.800312522522151,52.37625174146676
1997,363300000004775.0,1357,864,288,Centrum,Nederland,Oudeschans 46C,POINT (122054.81990423764 487141.5597671909),True,248,4.903444631877251,52.37116274121768
1347,363300000003847.0,1355,481,82,Centrum,Nederland,Nes 47,POINT (121379.65371681313 487150.1517792704),True,55,4.893530131936161,52.37119904124499
1470,363300000004016.0,1354,888,285,Centrum,Nederland,Aluminiumbrug Aluminiumbrug (Brug 222),POINT (121565.2586710473 486834.33595396334),True,158,4.896286831898832,52.368372041258006
939,363300000003230.0,1349,1108,590,Centrumlocaties,Nederland,De Tourton Bruynsstraat 3,POINT (117151.23370065438 488239.5606685907),False,69,4.83132083237343,52.380714641348426
983,363300000003303.0,1344,1147,517,Nieuw-West,1067CH,Dr. H. Colijnstraat 176,POINT (115465.24977910868 488159.55937747087),False,129,4.806569452512375,52.379876831423104
2349,363300000005267.0,1335,1082,574,Zuid,1075SK,Zeilstraat 54,POINT (118637.53386576794 484915.5449845708),False,107,4.853508642022284,52.35094131150411
247,363300000001547.0,1334,803,455,Centrum,1018ZZ,Windroosplein 61,POINT (123471.45033213572 487357.8249226565),False,21,4.924225165834357,52.37318954360358
1917,363300000004673.0,1332,1049,495,Nieuw-West,1065XT,Robert Fruinlaan 8,POINT (117151.12304256312 486362.6897930828),False,74,4.83153056449426,52.36384678294142
938,363300000003228.0,1319,1080,516,West,1061GP,De Schaapherderstraat 19,POINT (117930.82514499105 488208.12792106956),False,42,4.842773632304441,52.380485341318234
1044,363300000003393.0,1319,1064,397,Nieuw-West,1065VN,Jacob Geelstraat 25,POINT (117138.87810454838 486110.34332167346),False,48,4.831379212231237,52.361578041487675
541,363300000002611.0,1312,1061,590,Oost,1091KA,Derde Oosterparkstraat 64,POINT (122905.14244688288 485473.74631998176),False,121,4.916089351691267,52.356223901291976
